id,name,type,club,youth,nation,amateur,peakvalue
gel30,Alex Kral,1,gel,slpr,NA,NA,D
gel33,Eder Balanta,1,gel,rivp,NA,NA,C
gel34,Michael Langer,1,gel,vfbj,NA,NA,A
gel35,Marcin Kaminski,1,gel,lech,NA,NA,B
gel37,Andreas Ivan,1,gel,stk,NA,NA,A
gel38,Siochiro Kozuki,1,gel,sang,NA,NA,A
gel40,Sebastian Polter,1,gel,wobj,NA,NA,A
gel41,Henning Matriciani,1,gel,lipp,NA,NA,A
bl,Bundesliga,3,bl,NA,GER,0,NA
vfb,VfB Stuttgart,2,vfb,NA,GER,0,NA
boc,VfL Bochum,2,boc,NA,GER,0,NA
gel,FC Schalke 04,2,gel,NA,GER,0,NA
svw,SV Werder Bremen,2,svw,NA,GER,0,NA
bsc,Hertha BSC Berlin,2,bsc,NA,GER,0,NA
koe,1. FC Koeln,2,koe,NA,GER,0,NA
fca,FC Augsburg,2,fca,NA,GER,0,NA
fsv,1. FSV Mainz 05,2,fsv,NA,GER,0,NA
fcu,1. FC Union Berlin,2,fcu,NA,GER,0,NA
tsg,TSG 1899 Hoffenheim,2,tsg,NA,GER,0,NA
scf,SC Freiburg,2,scf,NA,GER,0,NA
wob,VfL Wolfsburg,2,wob,NA,GER,0,NA
bmg,Borussia Moenchengladbach,2,bmg,NA,GER,0,NA
sge,SG Eintracht Frankfurt,2,sge,NA,GER,0,NA
lev,Bayer 04 Leverkusen,2,lev,NA,GER,0,NA
rbl,Red Bull Leipzig,2,rbl,NA,GER,0,NA
bvb,Borussia Dortmund,2,bvb,NA,GER,0,NA
fcb,FC Bayern Muenchen,2,fcb,NA,GER,0,NA
fcbj,FC Bayern Jugend,2,fcb,NA,GER,0,NA
scfj,SC Freiburg Jugend,2,scf,NA,GER,0,NA
rblj,Red Bull Leipzig Jugend,2,rbl,NA,GER,0,NA
sgej,Eintracht Frankfurt Jugend,2,sge,NA,GER,0,NA
fcuj,Union Berlin Jugend,2,fcu,NA,GER,0,NA
bvbj,Borussia Dortmund Jugend,2,bvb,NA,GER,0,NA
wobj,VfL Wofsburg Jugend,2,wob,NA,GER,0,NA
bmgj,Moenchengladbach Jugend,2,bmg,NA,GER,0,NA
svwj,SV Werder Bremen Jugend,2,svw,NA,GER,0,NA
fsvj,FSV Mainz 05 Jugend,2,fsv,NA,GER,0,NA
tsgj,TSG 1899 Hoffenheim Jugend,2,tsg,NA,GER,0,NA
levj,Bayer 04 Leverkusen Jugend,2,lev,NA,GER,0,NA
koej,1. FC Koeln Jugend,2,koe,NA,GER,0,NA
fcaj,FC Augsburg Jugend,2,fca,NA,GER,0,NA
bscj,Hertha BSC Berlin Jugend,2,bsc,NA,GER,0,NA
vfbj,VfB Stuttgart Jugend,2,vfb,NA,GER,0,NA
bocj,VfL Bochum Jugend,2,boc,NA,GER,0,NA
gelj,FC Schalke 04 Jugend,2,gel,NA,GER,0,NA
han,Hannover 96,2,h96,NA,GER,0,NA
shb,Shonan Bellmare,2,shb,NA,JAP,0,NA
hsv,Hamburger SV,2,hsv,NA,GER,0,NA
smy,Apollon Smyrnis,2,smy,NA,GRE,0,NA
psg,Paris St Germain,2,psg,NA,FRA,0,NA
asm,AS Monaco,2,asm,NA,FRA,0,NA
stl,Stade Laval,2,stl,NA,FRA,0,NA
spo,Sporting Lissabon,2,spo,NA,POR,0,NA
pfc,Paris FC,2,pfc,NA,FRA,0,NA
stk,SV Stuttgarter Kickers,2,stk,NA,GER,1,NA
iwa,Jubilo Iwata,2,iwa,NA,JAP,0,NA
rwo,Rot Weiß Oberhausen,2,rwo,NA,GER,1,NA
zag,Dinamo Zagreb,2,zag,NA,CRO,0,NA
cco,Central Coast,2,cco,NA,AUS,0,NA
kop,FC Kopenhagen,2,kop,NA,DEN,0,NA
fen,Fenerbahce Istanbul,2,fen,NA,TUR,0,NA
prt,FC Porto,2,prt,NA,POR,0,NA
vafc,Valenciennes FC,2,vafc,NA,FRA,0,NA
aja,Ajax Amsterdam,2,aja,NA,NED,0,NA
lil,LOSC Lille,2,lil,NA,FRA,0,NA
ars,Arsenal London,2,ars,NA,ENG,0,NA
foot,Generation Foot,2,foot,NA,SEN,0,NA
vanw,Vancouver Whitecaps,2,vanw,NA,CAN,0,NA
atm,Atletico Madrid,2,atm,NA,ESP,0,NA
met,FC Metz,2,met,NA,FRA,0,NA
ren,Stade Rennes,2,ren,NA,FRA,0,NA
bar,FC Barcelona,2,bar,NA,ESP,0,NA
nyfc,New York City FC,2,nyfc,NA,USA,0,NA
aux,AJ Auxerre,2,aux,NA,FRA,0,NA
gcz,Grashoppers Zuerich,2,gcz,NA,SUI,0,NA
len,RC Lens,2,len,NA,FRA,0,NA
rwa,Rot Weiss Ahlen,2,rwa,NA,GER,1,NA
caen,SM Caen,2,caen,NA,FRA,0,NA
mu60,1860 Muenchen,2,mu60,NA,GER,0,NA
niz,OGC Nizza,2,niz,NA,FRA,0,NA
bir,Birmingham City,2,bir,NA,ENG,0,NA
rev,RE Virton,2,rev,NA,BEL,0,NA
uha,SpVgg Unterhaching,2,uha,NA,GER,1,NA
vfra,VfR Aalen,2,vfra,NA,GER,1,NA
mtk,MTK Budapest,2,mtk,NA,HUN,0,NA
stra,Racing Strassbourg,2,stra,NA,FRA,0,NA
fck,1. FC Kaiserslautern,2,fck,NA,GER,0,NA
bama,JMG Academy Bamako,2,bama,NA,MAL,0,NA
lyn,Lyngby BK,2,lyn,NA,DEN,0,NA
sun,GIF Sundsvall,2,sun,NA,SWE,0,NA
hoed,IL Hoedd,2,hoed,NA,NOR,0,NA
rbs,Red Bull Salzburg,2,rbs,NA,AUT,0,NA
fur,Spvgg Greuther Fuerth,2,fur,NA,GER,0,NA
tps,Turun Palloseura,2,tps,NA,FIN,0,NA
ind,Independiente del Valle,2,ind,NA,ECU,0,NA
asec,ASEC Mimosas,2,asec,NA,CIV,0,NA
sep,Sepaphan FC,2,sep,NA,IRN,0,NA
manu,Manchester United,2,manu,NA,ENG,0,NA
rivp,River Plate,2,rivp,NA,ARG,0,NA
fcno,FC Nordsjelland,2,fcno,NA,DEN,0,NA
manc,Manchester City,2,manc,NA,ENG,0,NA
ebs,Eintracht Braunschweig,2,ebs,NA,GER,0,NA
tor,Torpedo Moskau,2,tor,NA,RUS,0,NA
leix,Leixoes SC,2,leix,NA,POR,0,NA
spra,Sparta Prag,2,spra,NA,CZE,0,NA
cfc,Chelsea London FC,2,cfc,NA,ENG,0,NA
brue,FC Bruegge,2,brue,NA,BEL,0,NA
cob,Cobreloa,2,cob,NA,CHI,0,NA
tou,FC Toulouse,2,tou,NA,FRA,0,NA
hee,SC Heerenveen,2,hee,NA,NED,0,NA
bro,Broendby IF,2,bro,NA,DEN,0,NA
saop,Sao Paulo FC,2,saop,NA,BRA,0,NA
heid,FC Heidenheim,2,heid,NA,GER,0,NA
off,Kickers Offenbach,2,off,NA,GER,1,NA
cal,Deportivo Cali,2,cal,NA,COL,0,NA
fhs,Fujieda Highschool,2,fhs,NA,JAP,0,NA
cac,CA Colon,2,cac,NA,ARG,0,NA
ben,Benfica Lissabon,2,ben,NA,POR,0,NA
rij,HNK Rijeka,2,rij,NA,CRO,0,NA
spli,RNK Split,2,spli,NA,CRO,0,NA
fcz,FC Zuerich,2,fcz,NA,SUI,0,NA
nan,FC Nantes,2,nan,NA,FRA,0,NA
hhs,Higashiyama Highschool,2,hhs,NA,JAP,0,NA
ol,Olympique Lyon,2,ol,NA,FRA,0,NA
pac,Paradou AC,2,pac,NA,ALG,0,NA
bas,FC Basel,2,bas,NA,SUI,0,NA
kaw,Kawasaki Frontale,2,kaw,NA,JAP,0,NA
soc,FC Sochaux,2,soc,NA,FRA,0,NA
ksc,Karlsruher SC,2,ksc,NA,GER,0,NA
wad,Wadi Degla,2,wad,NA,EGY,0,NA
awie,Austria Wien,2,awie,NA,AUT,0,NA
dcu,D.C. United,2,dcu,NA,USA,0,NA
lech,Lech Posen,2,lech,NA,POL,0,NA
asse,AS Saint Etienne,2,asse,NA,FRA,0,NA
maff,Malmoe FF,2,maff,NA,SWE,0,NA
krc,KRC Genk,2,krc,NA,BEL,0,NA
and,RSC Anderlecht,2,and,NA,BEL,0,NA
vol,FC Volendam,2,vol,NA,NED,0,NA
atpr,Athletico Paranese,2,atpr,NA,BRA,0,NA
twl,TWL Elektra,2,twl,NA,AUT,0,NA
svka,SV Kapfenberg,2,svka,NA,AUT,0,NA
gamb,Gamba Osaka,2,gamb,NA,JAP,0,NA
pus,Puskas AFC,2,pus,NA,HUN,0,NA
aaa,Alemannia Aachen,2,aaa,NA,GER,1,NA
burg,SV Wacker Burghausen,2,burg,NA,GER,1,NA
rma,Real Madrid,2,rma,NA,ESP,0,NA
blum,Blumenthaler SV,2,blum,NA,GER,1,NA
have,TSV Havelse,2,have,NA,GER,1,NA
bonn,Bonner SC,2,bonn,NA,GER,1,NA
czj,FC Carl Zeiss Jena,2,czj,NA,GER,1,NA
stp,FC St Pauli,2,stp,NA,GER,0,NA
silk,Silkeborg IF,2,silk,NA,DEN,0,NA
gala,Galatasaray Istanbul,2,gala,NA,TUR,0,NA
for,Fortuna Duesseldorf,2,for,NA,GER,0,NA
macc,Maccabi Tel Aviv,2,macc,NA,ISR,0,NA
fcsi,FC Sion,2,fcsi,NA,SUI,0,NA
stab,Stabaek IF,2,stab,NA,NOR,0,NA
aar,FC Aarau,2,aar,NA,SUI,0,NA
graa,De Graafschap Doetinchem,2,aar,NA,NED,0,NA
espb,Espanyol Barcelo,2,espb,NA,ESP,0,NA
osna,VfL Osnabrueck,2,osna,NA,GER,0,NA
kun,Korea University,2,kun,NA,KOR,0,NA
cib,Cibalia,2,cib,NA,CRO,0,NA
kral,Hradec Kralove,2,kral,NA,CZE,0,NA
luz,FC Luzern,2,luz,NA,SUI,0,NA
inte,Internacional Porto Alegre,2,inte,NA,BRA,0,NA
twen,Twente Enschede,2,twen,NA,NED,0,NA
ols,Tempo 25 Olsztyn,2,ols,NA,POL,0,NA
whu,West Ham United,2,whu,NA,ENG,0,NA
eber,TSV Ebersberg,2,eber,NA,GER,1,NA
hori,ASK Horitschon,2,hori,NA,AUT,0,NA
rwer,Rot Weiss Erfurt,2,rwer,NA,GER,1,NA
reim,Stade Reims,2,reim,NA,FRA,0,NA
hors,AC Horsens,2,hors,NA,DEN,0,NA
nied,SuS Niederschelden,2,nied,NA,GER,1,NA
hro,Hansa Rostock,2,hro,NA,GER,0,NA
mont,Montpellier HSC,2,mont,NA,FRA,0,NA
beif,Benlose IF,2,beif,NA,DEN,0,NA
zapr,Inter Zapresic,2,zapr,NA,CRO,0,NA
rwie,Rapid Wien,2,rwie,NA,AUT,0,NA
ange,Angelholm,2,ange,NA,SWE,0,NA
graz,Sturm Graz,2,graz,NA,AUT,0,NA
auer,SV Auersmacher,2,auer,NA,GER,1,NA
atro,Atromitos Athen,2,atro,NA,GRE,0,NA
suco,Supreme Court FC,2,suco,NA,NIG,0,NA
obk,Odense BK,2,obk,NA,DEN,0,NA
dubn,FK Dubnica,2,dubn,NA,SVK,0,NA
feye,Feyenoord Rotterdam,2,feye,NA,NED,0,NA
eve,FC Everton,2,eve,NA,ENG,0,NA
part,Partizan Belgrad,2,part,NA,SRB,0,NA
duis,MSV Duisburg,2,duis,NA,GER,0,NA
ostr,Banik Ostrau,2,ostr,NA,CZE,0,NA
brab,Brabrand IF,2,brab,NA,DEN,0,NA
cott,Energie Cottbus,2,cott,NA,GER,1,NA
tot,Tottenham Hotspur,2,tot,NA,ENG,0,NA
der,Derby County,2,der,NA,ENG,0,NA
slpr,Slavia Prag,2,slpr,NA,CZE,0,NA
sang,Kyoto Sanga,2,sang,NA,JAP,0,NA
lipp,SV Lippstadt,2,lipp,NA,GER,1,NA
alk,AZ Alkmaar,2,alk,NA,NED,0,NA
stpo,AKA St Poelten,2,stpo,NA,AUT,0,NA
nag,Nagoya Crampus,2,nag,NA,JAP,0,NA
zwo,PEC Zwolle,2,zwo,NA,NED,0,NA
mala,FC Malaga,2,mala,NA,ESP,0,NA
muns,Preussen Muenster,2,muns,NA,GER,1,NA
vik,Viking FK,2,vik,NA,NOR,0,NA
habi,VfB Habinghorst,2,habi,NA,GER,1,NA
hern,Westfalia Herne,2,hern,NA,GER,1,NA
olpi,Olympiakos Piraus,2,olpi,NA,GRE,0,NA
kirc,VfL Kirchheim,2,kirc,NA,GER,1,NA
anne,Patroge Saint Anne,2,anne,NA,COG,0,NA
mli,AD Municipal Liberia,2,mli,NA,CRI,0,NA
lust,Austria Lustenau,2,lust,NA,AUT,0,NA
cuk,FK Cukaricki,2,cuk,NA,SRB,0,NA
zaw,Zawisza Bydgoszcz,2,zaw,NA,POL,0,NA
yok,Yokkaichi Highschool,2,yok,NA,JAP,0,NA
paok,PAOK Saloniki,2,paok,NA,GRE,0,NA
shak,Shaktar Donezk,2,shak,NA,UKR,0,NA
ura,Urawa Reds,2,ura,NA,JAP,0,NA
ful,FC Fulham,2,ful,NA,ENG,0,NA
ybb,Young Boys Bern,2,ybb,NA,SUI,0,NA
nkd,NK Dubrava,2,nkd,NA,CRO,0,NA
asco,Angers SCO,2,asco,NA,FRA,0,NA
goz,Gozzano,2,goz,NA,ITA,0,NA
naci,Nacional,2,naci,NA,URU,0,NA
fcn,1 FC Nuernberg,2,fcn,NA,GER,0,NA
